0.000000, 0.000000, 0.119203, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.000000, 0.055330, 0.936667, 0.000000, 0.000000, 0.000000, 0.446064, 1
0.000000, 0.000000, 0.119203, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.000000, 0.000000, 0.119203, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.000000, 0.000000, 0.119203, 0.000000, 0.000000, 0.000000, 0.000000, 0
26.000000, 0.039642, 0.953387, 0.000000, 1.000000, 0.000000, 0.204641, 1
0.000000, 0.087912, 0.721158, 0.000000, 0.000000, 0.000000, 1.857143, 0
0.000000, 0.000000, 0.119203, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.000000, 0.000000, 0.119203, 0.000000, 0.000000, 0.000000, 0.000000, 0
16.000000, 0.003918, 0.997506, 1.000000, 1.000000, 0.000000, 0.996226, 1
0.000000, 0.053535, 0.908385, 0.000000, 0.000000, 0.000000, 0.989362, 0
0.000000, 0.000000, 0.119203, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.000000, 0.044236, 0.964385, 0.000000, 1.000000, 0.000000, 0.455086, 0
26.000000, 0.028971, 0.965985, 0.000000, 1.000000, 0.000000, 0.609272, 1
0.000000, 0.086057, 0.959872, 0.000000, 0.000000, 0.000000, 0.401130, 0
0.000000, 0.044236, 0.964385, 0.000000, 1.000000, 0.000000, 0.455086, 0
0.000000, 0.058182, 0.899967, 0.000000, 0.000000, 0.000000, 0.950000, 0
25.000000, 0.043044, 0.954129, 0.000000, 1.000000, 0.000000, 0.347726, 1
0.000000, 0.036873, 0.951755, 0.000000, 0.000000, 0.000000, 0.724138, 0
0.000000, 0.058182, 0.899967, 0.000000, 0.000000, 0.000000, 0.950000, 0
0.000000, 0.041089, 0.924799, 0.000000, 0.000000, 0.000000, 0.967391, 0
100.000000, 0.034719, 0.967489, 0.000000, 1.000000, 0.000000, 0.317005, 1
0.000000, 0.060180, 0.939041, 0.000000, 0.000000, 0.000000, 0.662379, 0
0.000000, 0.041089, 0.924799, 0.000000, 0.000000, 0.000000, 0.967391, 0
0.000000, 0.038090, 0.951191, 0.000000, 0.000000, 0.000000, 0.444444, 0
85.000000, 0.028247, 0.974770, 0.000000, 1.000000, 0.000000, 0.349967, 1
0.000000, 0.166667, 0.554044, 0.000000, 0.000000, 0.000000, 1.750000, 0
0.000000, 0.038090, 0.951191, 0.000000, 0.000000, 0.000000, 0.444444, 0
